Naam;URN;Waarde;IMBRO;IMBRO/A;Definitie
"Kleur";"urn:bro:sfr:Colour";"geelRood";"Ja";"Nee";"GeelRood omvat de Munsellkleuren 5YR 4/6, 5YR 5/6 of 5YR 5/8 (yellowish red)."
"Kleur";"urn:bro:sfr:Colour";"grijsOlijf";"Ja";"Nee";"grijsOlijf omvat de Munsellkleuren 10Y 5/2 (grayish olive)."
"Kleur";"urn:bro:sfr:Colour";"rood";"Ja";"Nee";"Rood omvat de Munsellkleuren 10R 4/6, 10R 4/8, 10R 5/6, 10R 5/8, 2.5YR 4/6, 2.5YR 4/8, 2.5YR 5/6, 2.5YR 5/8, 5R 4/6, 5R 4/8, 5R 5/6, 5R 5/8, 7.5R 4/6, 7.5R 4/8, 7.5R 5/6 of 7.5R 5/8 (red)."
"Kleur";"urn:bro:sfr:Colour";"lichtgeelGroen";"Ja";"Nee";"LichtgeelGroen omvat de Munsellkleur 5GY 6/4 (pale yellowish green)."
"Kleur";"urn:bro:sfr:Colour";"lichtgeelRoze";"Ja";"Nee";"LichtgeelRoze omvat de Munsellkleuren 7.5YR 9.5/2 of 7.5YR 9/2 (pale yellowish pink)."
"Kleur";"urn:bro:sfr:Colour";"roze";"Ja";"Nee";"Roze omvat de Munsellkleuren 10R 8/3, 10R 8/4, 2.5YR 8/3, 2.5YR 8/4, 5YR 7/3, 5YR 7/4, 5YR 8/3, 5YR 8/4, 7.5YR 7/3, 7.5YR 7/4, 7.5YR 8/3 of 7.5YR 8/4 (pink)."
"Kleur";"urn:bro:sfr:Colour";"wit";"Ja";"Nee";"Wit omvat de Munsellkleuren 10R 8/1, 10YR 8.5/1, 10YR 8/1, 10YR 9.5/1, 10YR 9/1, 2.5Y 8.5/1, 2.5Y 8/1, 2.5Y 9.5/1, 2.5Y 9/1, 2.5YR 8/1, 5R 8/1, 5Y 8/1, 5YR 8/1, 7.5R 8/1, 7.5YR 8.5/1, 7.5YR 8/1, 7.5YR 9.5/1, 7.5YR 9/1, N 8.5/, N 8/ of N 9/ (white)."
"Kleur";"urn:bro:sfr:Colour";"witGeel";"Ja";"Nee";"WitGeel omvat de Munsellkleuren 2.5Y 9.5/2 of 2.5Y 9/2 (very pale  yellow)."
"Kleur";"urn:bro:sfr:Colour";"lichtgrijsOlijf";"Ja";"Nee";"LichtgrijsOlijf omvat de Munsellkleuren 10Y 6/2 (light grayish olive), 10Y 6/4, 5Y 6/3 of 5Y 6/4 (pale  olive)."
"Kleur";"urn:bro:sfr:Colour";"zwart";"Ja";"Nee";"Zwart omvat de Munsellkleuren 10YR 2/1, 2.5Y 2.5/1, 5Y 2.5/1, 5Y 2.5/2, 5YR 2.5/1 of 7.5YR 2.5/1 (black)."
"Kleur";"urn:bro:sfr:Colour";"lichtgrijsRood";"Ja";"Nee";"LichtgrijsRood omvat de Munsellkleuren 10R 6/2, 10R 6/3, 10R 6/4, 10R 7/2, 10R 7/3, 10R 7/4, 2.5YR 6/2, 2.5YR 7/2, 5R 6/2, 5R 6/3, 5R 6/4, 5R 7/2, 5R 7/3, 5R 7/4, 7.5R 6/2, 7.5R 6/3, 7.5R 6/4, 7.5R 7/2, 7.5R 7/3 of 7.5R 7/4 (pale red)."
"Kleur";"urn:bro:sfr:Colour";"zwartBruin";"Ja";"Nee";"ZwartBruin omvat de Munsellkleuren 10YR 2/2 (very dark brown), 10YR 3/2, 2.5Y 3/2 very dark grayish brown, 7.5YR 2.5/2 of 7.5YR 2.5/3 (very dark  brown)."
"Kleur";"urn:bro:sfr:Colour";"lichtolijfGroen";"Ja";"Nee";"LichtolijfGroen omvat de Munsellkleuren 5GY 5/4 (light olive green)."
"Kleur";"urn:bro:sfr:Colour";"zwartGrijs";"Ja";"Nee";"ZwartGrijs omvat de Munsellkleuren 10YR 3/1, 2.5Y 3/1, 5Y 3/1, 5YR 3/1, 7.5YR 3/1 of N 3/ (very dark  gray)."
"Kleur";"urn:bro:sfr:Colour";"lichtoranjegeel";"Ja";"Nee";"Lichtoranjegeel omvat de Munsellkleuren 10YR 9.5/2 of 10YR 9/2 (pale orange yellow)."
"Kleur";"urn:bro:sfr:Colour";"lichtroodBruin";"Ja";"Nee";"LichtroodBruin omvat de Munsellkleuren 2.5YR 6/3, 2.5YR 6/4, 2.5YR 7/3, 2.5YR 7/4, 5YR 6/3 of 5YR 6/4 (light reddish brown)."
"Kleur";"urn:bro:sfr:Colour";"lichtroodGrijs";"Ja";"Nee";"LichtroodGrijs omvat de Munsellkleuren 2.5YR 7/1 (light reddish gray)."
"Kleur";"urn:bro:sfr:Colour";"lichtroze";"Ja";"Nee";"Lichtroze omvat de Munsellkleuren 5R 8/2, 5R 8/3, 5R 8/4, 7.5R 8/2, 7.5R 8/3 of 7.5R 8/4 (light pink)."
"Kleur";"urn:bro:sfr:Colour";"olijfBruin";"Ja";"Nee";"OlijfBruin omvat de Munsellkleuren 2.5Y 4/3, 2.5Y 4/4 of 2.5Y 4/6 (olive brown)."
"Kleur";"urn:bro:sfr:Colour";"olijfGeel";"Ja";"Nee";"OlijfGeel omvat de Munsellkleuren 2.5Y 6/6, 2.5Y 6/8, 5Y 6/6 of 5Y 6/8 (olive yellow)."
"Kleur";"urn:bro:sfr:Colour";"olijfGroen";"Ja";"Nee";"olijfGroen omvat de Munsellkleur 5GY 4/4 (olive green)."
"Kleur";"urn:bro:sfr:Colour";"roodGeel";"Ja";"Nee";"RoodGeel omvat de Munsellkleuren 5YR 6/6, 5YR 6/8, 5YR 7/6, 5YR 7/8, 7.5YR 6/6, 7.5YR 6/8, 7.5YR 7/6, 7.5YR 7/8 of 7.5YR 8/6 (reddish yellow)."
"Kleur";"urn:bro:sfr:Colour";"roodZwart";"Ja";"Nee";"RoodZwart omvat de Munsellkleuren 10R 2.5/1 of 2.5YR 2.5/1 (reddish black)."
"Kleur";"urn:bro:sfr:Colour";"rozeGrijs";"Ja";"Nee";"RozeGrijs omvat de Munsellkleuren 10R 7/1, 5R 7/1, 5YR 6/2, 5YR 7/2, 7.5R 7/1, 7.5YR 6/2, 7.5YR 7/2 (pinkish gray) of 5YR 8/1 (pinkish gray)."
"Kleur";"urn:bro:sfr:Colour";"rozeWit";"Ja";"Nee";"RozeWit omvat de Munsellkleuren 10R 8/2, 2.5YR 8/2, 5YR 8/2, 7.5YR 8.5/2 of 7.5YR 8/2 (pinkish white)."
"Kleur";"urn:bro:sfr:Colour";"witBruin";"Ja";"Nee";"WitBruin omvat de Munsellkleuren 10YR 7/3, 10YR 7/4, 10YR 8.5/2, 10YR 8/2, 10YR 8/3,  of 10YR 8/4 (very pale  brown)."
"Kleur";"urn:bro:sfr:Colour";"zwartGroen";"Ja";"Nee";"ZwartGroen omvat de Munsellkleuren 10BG 3/1, 10G 3/1, 10GY 3/1, 5BG 3/1 (very dark greenish gray), 5G 2.5/2 of 5G 3/2 (very dark grayish green)."
"Kleur";"urn:bro:sfr:Colour";"zwartOlijf";"Ja";"Nee";"ZwartOlijf omvat de Munsellkleuren 10Y 3/2 (very dark grayish olive)."
"Kleur";"urn:bro:sfr:Colour";"zwartRood";"Ja";"Nee";"ZwartRood omvat de Munsellkleuren 5R 2.5/1, 7.5R 2.5/1 (reddish black), 5R 2/2 (blackish red) of 5R 2/6 (very dark  red)."
"KunstmatigeDrainage";"urn:bro:sfr:ArtificialDrainage";"drainageAanwezig";"Ja";"Nee";"Er is een drainagesysteem aangebracht. "
"KunstmatigeDrainage";"urn:bro:sfr:ArtificialDrainage";"drainageAfwezig";"Ja";"Nee";"Er is geen drainagesysteem aangebracht."
"KunstmatigeDrainage";"urn:bro:sfr:ArtificialDrainage";"drainageNietBepaald";"Ja";"Nee";"Het kan niet worden vastgesteld of er een drainagesysteem is aangebracht."
"Landschapselement";"urn:bro:sfr:LandscapeElement";"berm";"Ja";"Nee";"Menselijk landschapselement. Strook grond langs een weg die onder meer steun geeft aan het weglichaam."
"Landschapselement";"urn:bro:sfr:LandscapeElement";"daliegat";"Ja";"Nee";"Menselijk landschapselement. Cirkelvormige depressie van twee á vijf meter doorsnede waar kalkrijke klei is gewonnen die gebruikt werd voor de verbetering van (nu verdwenen) veenland."
"Landschapselement";"urn:bro:sfr:LandscapeElement";"dekzandrug";"Ja";"Nee";"Natuurlijk landschapselement. Terreinverheffing met flauwe helling, die grotendeels onder arctische omstandigheden in het Weichselien door de wind zijn gevormd. "
"Landschapselement";"urn:bro:sfr:LandscapeElement";"dobbe";"Ja";"Nee";"Natuurlijk of menselijk landschapselement. Poel zonder aan- of afvoer van water."
"Landschapselement";"urn:bro:sfr:LandscapeElement";"eenmanses";"Ja";"Nee";"Menselijk landschapselement. Veelal bolgelegen akker, vanaf de middeleeuwen ontstaan op zandgronden door toebrengen mengsel van plaggen en mest."
"Landschapselement";"urn:bro:sfr:LandscapeElement";"esker";"Ja";"Nee";"Natuurlijk landschapselement. Heuvelrug gevormd door het smeltwater van landijs. Deze rug kan zowel in een tunnel onder het landijs tot afzetting zijn gekomen als tussen afsmeltende landijsblokken. "
"Landschapselement";"urn:bro:sfr:LandscapeElement";"gemoerneerdTerrein";"Ja";"Nee";"Menselijk landschapselement. Onregelmatig hobbelig, terrein onstaan door delving van zout veen. De ontstane putten werden daarna gedempt met uitgegraven klei. "
"Landschapselement";"urn:bro:sfr:LandscapeElement";"getijdeplaat";"Ja";"Nee";"Natuurlijk landschapselement. Bij laagwater droogvallende plaat in een getijdengebied. "
"Landschapselement";"urn:bro:sfr:LandscapeElement";"greppel";"Ja";"Nee";"Menselijk landschapselement. Smalle en ondiepe gegraven geul voor waterafvoer vanuit de kavel naar de sloot."
"Landschapselement";"urn:bro:sfr:LandscapeElement";"houtwal";"Ja";"Nee";"Menselijk of halfnatuurlijk landschapselement. Natuurlijk begroeide wal met bomen en struiken als erfafscheiding en scheiding tussen weilanden en akkers. "
"Landschapselement";"urn:bro:sfr:LandscapeElement";"koebosje";"Ja";"Nee";"Menselijk landschapselement. Klein, met bomen begroeid en vaak met een ringsloot omzoomd stuk land waar in het verleden ziek vee begraven werd. Meestal gelegen aan de rand van een weide. "
"Landschapselement";"urn:bro:sfr:LandscapeElement";"kreekrug";"Ja";"Nee";"Natuurlijk landschapselement. Rug in het zeekleilandschap ontstaan door inversie van het landschap."
"Landschapselement";"urn:bro:sfr:LandscapeElement";"kwelder";"Ja";"Nee";"Natuurlijk landschapselement. Begroeide buitendijkse landaanwas die bij een gemiddeld hoogwater niet meer onderloopt."
"Landschapselement";"urn:bro:sfr:LandscapeElement";"laagteNietPannig";"Ja";"Nee";"Menselijk landschapselement. Het tegenovergestelde van laagtePannig. "
"Landschapselement";"urn:bro:sfr:LandscapeElement";"laagtePannig";"Ja";"Nee";"Menselijk landschapselement. Hol gelegen perceel in het veengebied door versterkte maaivelddaling als gevolg van verschillen in grondwaterstand "
"Landschapselement";"urn:bro:sfr:LandscapeElement";"oeverwal";"Ja";"Nee";"Natuurlijk landschapselement. Een langgerekte hoogte langs een (voormalige) rivier."
"Landschapselement";"urn:bro:sfr:LandscapeElement";"oudeBewoningsplaats";"Ja";"Nee";"Menselijk landschapselement. Plaats waar vroegere bewoning heeft plaatsgevonden. "
"Landschapselement";"urn:bro:sfr:LandscapeElement";"pingoruine";"Ja";"Nee";"Natuurlijk landschapselement. Cirkel- tot ovaalvormige depressies, omgeven door een vrijwel gesloten walletje. Ontstaan onder arctische omstandigheden, onder invloed van bodemijs."
"Landschapselement";"urn:bro:sfr:LandscapeElement";"rabat";"Ja";"Nee";"Menselijk landschapselement.  Opgehoogde plantstroken voor bomen in natte gebieden. Het ophogen van het rabat gebeurt met de grond die vrij komt bij het graven van waterafvoerende greppels. "
"Landschapselement";"urn:bro:sfr:LandscapeElement";"restgeulDroog";"Ja";"Nee";"Natuurlijk landschapselement. Lijnvormige laagte ontstaan door opvulling van een kreekrug of rivier. "
"Landschapselement";"urn:bro:sfr:LandscapeElement";"restRandNietVerveend";"Ja";"Nee";"Menselijk landschapselement. Hoogveenrand die niet verveend is."
"Landschapselement";"urn:bro:sfr:LandscapeElement";"rivierduinBegraven";"Ja";"Nee";"Natuurlijk landschapselement. Voormalig rivierduin dat overdekt is door later gevormde grond en uitsteekt boven de omgeving."
"Landschapselement";"urn:bro:sfr:LandscapeElement";"rivierduinNietBegraven";"Ja";"Nee";"Natuurlijk landschapselement. Voormalig rivierduin dat overdekt is door later gevormde grond en uitsteekt boven de omgeving."
"Landschapselement";"urn:bro:sfr:LandscapeElement";"vlakte";"Ja";"Nee";"Natuurlijk of menselijk landschapselement. Een zichtbare vlakte in het landschap. "
"Landschapselement";"urn:bro:sfr:LandscapeElement";"zetwal";"Ja";"Nee";"Menselijk landschapselement. Vaak smalle, langerekte strook grond in het veengebied, waar het uitgebaggerde veen op te drogen werd gelegd om er turven van te maken. "
"LiggingOpGrondlichaam";"urn:bro:sfr:PositionOnGroundBody";"geen";"Ja";"Nee";"Niet op een grondlichaam. "
"LiggingOpGrondlichaam";"urn:bro:sfr:PositionOnGroundBody";"kruin";"Ja";"Nee";"De top of het hoogste vlak van het grondlichaam."
"LiggingOpGrondlichaam";"urn:bro:sfr:PositionOnGroundBody";"talud";"Ja";"Nee";"De zijwand van het grondlichaam."
"LiggingOpGrondlichaam";"urn:bro:sfr:PositionOnGroundBody";"teen";"Ja";"Nee";"De overgang van het talud naar het maaiveld, niet nader gespecificeerd naar binnen- of buitenkant."
"LokaalVerticaalReferentiepunt";"urn:bro:sfr:LocalVerticalReferencePoint";"maaiveld";"Ja";"Nee";"Het oppervlak van de vaste aarde, daar waar de aarde niet bedekt is met water. Het maaiveld vormt de grens tussen de ondergrond en de bovengrond."
"MaaiveldVerlegd";"urn:bro:sfr:SurfaceLevelShifted ";"geen";"Ja";"Ja";"De positie van het maaiveld is niet zichtbaar veranderd."
"MaaiveldVerlegd";"urn:bro:sfr:SurfaceLevelShifted ";"afgegraven";"Ja";"Ja";"Het maaiveld is door afgraving verlaagd."
"MaaiveldVerlegd";"urn:bro:sfr:SurfaceLevelShifted ";"geegaliseerd";"Ja";"Ja";"Het natuurlijke reliëf is door egalisatie verdwenen."
"MaaiveldVerlegd";"urn:bro:sfr:SurfaceLevelShifted ";"opgehoogd";"Ja";"Ja";"Het maaiveld is opgehoogd met materiaal van elders."
"MethodeLocatiebepaling";"urn:bro:sfr:HorizontalPositioningMethod";"GPS200tot1000cm";"Ja";"Nee";"Meting d.m.v. Global Positioning System, afwijking tussen 200 en 1000 centimeter."
"MethodeVerticalePositiebepaling";"urn:bro:sfr:VerticalPositioningMethod";"AHN2";"Ja";"Nee";"Positie bepaald d.m.v. Actueel Hoogtebestand Nederland, versie 2 van 2007-2012."
"MethodeVerticalePositiebepaling";"urn:bro:sfr:VerticalPositioningMethod";"AHN3";"Ja";"Nee";"Positie bepaald m.b.v. Actueel Hoogtebestand Nederland, versie 3 van 2014-2019."
"MethodeVerticalePositiebepaling";"urn:bro:sfr:VerticalPositioningMethod";"RTKGPS0tot4cm";"Ja";"Nee";"Meting d.m.v. Real Time Kinematic GPS, ook wel als DGPS aangeduid, afwijking kleiner dan 4 centimeter."
"MethodeVerticalePositiebepaling";"urn:bro:sfr:VerticalPositioningMethod";"RTKGPS4tot10cm";"Ja";"Nee";"Meting d.m.v. Real Time Kinematic GPS, ook wel als DGPS aangeduid, afwijking tussen 4 en 10 centimeter."
"MethodeVerticalePositiebepaling";"urn:bro:sfr:VerticalPositioningMethod";"RTKGPS10tot20cm";"Ja";"Nee";"Meting d.m.v. Real Time Kinematic GPS, ook wel als DGPS aangeduid, zonder fix, afwijking tussen 10 en 20 centimeter."
"MethodeVerticalePositiebepaling";"urn:bro:sfr:VerticalPositioningMethod";"RTKGPS20tot100cm";"Ja";"Nee";"Meting d.m.v. Real Time Kinematic GPS, ook wel als DGPS aangeduid, zonder fix, afwijking tussen 20 en 100 centimeter."
"MunsellHoofdkleur";"urn:bro:sfr:MunsellHue";"5B";"Ja";"Nee";"De waarde van de hoofdkleur is 5B. De B staat voor de kleur blauw (Blue). "
"MunsellHoofdkleur";"urn:bro:sfr:MunsellHue";"10B";"Ja";"Nee";"De waarde van de hoofdkleur is 10B. De B staat voor de kleur blauw (Blue). "
"MunsellHoofdkleur";"urn:bro:sfr:MunsellHue";"5BG";"Ja";"Nee";"De waarde van de hoofdkleur is 5BG. Dit staat voor de kleur blauw groen (Blue Green). "
"MunsellHoofdkleur";"urn:bro:sfr:MunsellHue";"10BG";"Ja";"Nee";"De waarde van de hoofdkleur is 10BG. Dit staat voor de kleur blauw groen (Blue Green). "
"MunsellHoofdkleur";"urn:bro:sfr:MunsellHue";"5G";"Ja";"Nee";"De waarde van de hoofdkleur is 5G. Dit staat voor de kleur groen (Green). "
"MunsellHoofdkleur";"urn:bro:sfr:MunsellHue";"10G";"Ja";"Nee";"De waarde van de hoofdkleur is 10G. Dit staat voor de kleur groen (Green). "
"MunsellHoofdkleur";"urn:bro:sfr:MunsellHue";"5GY";"Ja";"Nee";"De waarde van de hoofdkleur is 5GY. Dit staat voor de kleur groen geel (Green Yellow). "
"MunsellHoofdkleur";"urn:bro:sfr:MunsellHue";"10GY";"Ja";"Nee";"De waarde van de hoofdkleur is 10GY. Dit staat voor de kleur groen geel (Green Yellow). "
"MunsellHoofdkleur";"urn:bro:sfr:MunsellHue";"N";"Ja";"Nee";"De waarde van de hoofdkleur is N. Dit staat voor de kleur neutraal  (Neutral)."
"MunsellHoofdkleur";"urn:bro:sfr:MunsellHue";"5PB";"Ja";"Nee";"De waarde van de hoofdkleur is 5PB. Dit staat voor kleur paars blauw (Purple Blue)."
"MunsellHoofdkleur";"urn:bro:sfr:MunsellHue";"5R";"Ja";"Nee";"De waarde van de hoofdkleur is 5R. Dit staat voor de kleur rood (Red)."
"MunsellHoofdkleur";"urn:bro:sfr:MunsellHue";"7,5R";"Ja";"Nee";"De waarde van de hoofdkleur is 7,5R. Dit staat voor de kleur rood (Red)."
"MunsellHoofdkleur";"urn:bro:sfr:MunsellHue";"10R";"Ja";"Nee";"De waarde van de hoofdkleur is 10R. Dit staat voor de kleur rood (Red)."
"MunsellHoofdkleur";"urn:bro:sfr:MunsellHue";"2,5Y";"Ja";"Nee";"De waarde van de hoofdkleur is 2,5Y. Dit staat voor de kleur geel (Yellow). "
"MunsellHoofdkleur";"urn:bro:sfr:MunsellHue";"5Y";"Ja";"Nee";"De waarde van de hoofdkleur is 5Y. Dit staat voor de kleur geel (Yellow). "
"MunsellHoofdkleur";"urn:bro:sfr:MunsellHue";"10Y";"Ja";"Nee";"De waarde van de hoofdkleur is 10Y. Dit staat voor de kleur geel (Yellow). "
"MunsellHoofdkleur";"urn:bro:sfr:MunsellHue";"2,5YR";"Ja";"Nee";"De waarde van de hoofdkleur is 2,5YR. Dit staat voor de hoofdkleur geel rood (Yellow Red). "
"MunsellHoofdkleur";"urn:bro:sfr:MunsellHue";"5YR";"Ja";"Nee";"De waarde van de hoofdkleur is 5YR. Dit staat voor de hoofdkleur geel rood (Yellow Red). "
"MunsellHoofdkleur";"urn:bro:sfr:MunsellHue";"7,5YR";"Ja";"Nee";"De waarde van de hoofdkleur is 7,5YR. Dit staat voor de hoofdkleur geel rood (Yellow Red). "
"MunsellHoofdkleur";"urn:bro:sfr:MunsellHue";"10YR";"Ja";"Nee";"De waarde van de hoofdkleur is 10YR. Dit staat voor de hoofdkleur geel rood (Yellow Red). "
"MunsellWitheid";"urn:bro:sfr:MunsellValue";"1";"Ja";"Nee";"De waarde van de witheid is 1. "
"MunsellWitheid";"urn:bro:sfr:MunsellValue";"2";"Ja";"Nee";"De waarde van de witheid is 2. "
"MunsellWitheid";"urn:bro:sfr:MunsellValue";"2,5";"Ja";"Nee";"De waarde van de witheid is 2,5. "
"MunsellWitheid";"urn:bro:sfr:MunsellValue";"3";"Ja";"Nee";"De waarde van de witheid is 3. "
"MunsellWitheid";"urn:bro:sfr:MunsellValue";"4";"Ja";"Nee";"De waarde van de witheid is 4. "
"MunsellWitheid";"urn:bro:sfr:MunsellValue";"5";"Ja";"Nee";"De waarde van de witheid is 5. "
"MunsellWitheid";"urn:bro:sfr:MunsellValue";"6";"Ja";"Nee";"De waarde van de witheid is 6. "
"MunsellWitheid";"urn:bro:sfr:MunsellValue";"7";"Ja";"Nee";"De waarde van de witheid is 7. "
"MunsellWitheid";"urn:bro:sfr:MunsellValue";"8";"Ja";"Nee";"De waarde van de witheid is 8. "
"MunsellWitheid";"urn:bro:sfr:MunsellValue";"8.5";"Ja";"Nee";"De waarde van de witheid is 8,5. "
"MunsellWitheid";"urn:bro:sfr:MunsellValue";"9";"Ja";"Nee";"De waarde van de witheid is 9. "
"MunsellWitheid";"urn:bro:sfr:MunsellValue";"9.5";"Ja";"Nee";"De waarde van de witheid is 9,5. "
"MunsellZuiverheid";"urn:bro:sfr:MunsellChroma";"1";"Ja";"Nee";"De waarde van de zuiverheid is 1. "
"MunsellZuiverheid";"urn:bro:sfr:MunsellChroma";"2";"Ja";"Nee";"De waarde van de zuiverheid is 2. "
"MunsellZuiverheid";"urn:bro:sfr:MunsellChroma";"3";"Ja";"Nee";"De waarde van de zuiverheid is 3. "
"MunsellZuiverheid";"urn:bro:sfr:MunsellChroma";"4";"Ja";"Nee";"De waarde van de zuiverheid is 4. "
"MunsellZuiverheid";"urn:bro:sfr:MunsellChroma";"6";"Ja";"Nee";"De waarde van de zuiverheid is 6. "
"MunsellZuiverheid";"urn:bro:sfr:MunsellChroma";"8";"Ja";"Nee";"De waarde van de zuiverheid is 8. "
"NaamGebeurtenis";"urn:bro:sfr:EventName";"vervolgGerapporteerd";"Ja";"Nee";"Er is na de rapportage van het eerste deelonderzoek een volgend deelonderzoek gerapporteerd, maar dat is nog niet het rapport waarmee het onderzoek wordt gecompleteerd. "
"OndergrensZandfractie";"urn:bro:sfr:LowerBoundarySandFraction";"50";"Ja";"Nee";"De zandfractie omvat korrelgrootte van 50 tot 2000 µm."
"OndergrondDuinvaaggrond";"urn:bro:sfr:SubsoilDuinVagueSoil";"moerigMateriaal";"Ja";"Nee";"Moerig materiaal (code "v")."
"OndergrondDuinvaaggrond";"urn:bro:sfr:SubsoilDuinVagueSoil";"nietBereikt";"Ja";"Nee";"De ondergrond van de duinvaaggrond is met beschrijven niet bereikt (geen code)."
"OndergrondDuinvaaggrond";"urn:bro:sfr:SubsoilDuinVagueSoil";"zand";"Ja";"Nee";"Zand zonder podzol (code "z")."
"OndergrondDuinvaaggrond";"urn:bro:sfr:SubsoilDuinVagueSoil";"zandHumuspodzol";"Ja";"Nee";"Zand met humuspodzol (code "p")."
"OndergrondDuinvaaggrond";"urn:bro:sfr:SubsoilDuinVagueSoil";"zandModerpodzol";"Ja";"Nee";"Zand met moderpodzol (code "m")."
"OndergrondVeen";"urn:bro:sfr:SubsoilPeat";"kleiZavelLeem";"Ja";"Nee";"Klei (zavel) of leem (code "k")."
"OndergrondVeen";"urn:bro:sfr:SubsoilPeat";"zand";"Ja";"Nee";"Zand zonder humuspodzol (code "z")."
"OndergrondVeen";"urn:bro:sfr:SubsoilPeat";"zandHumuspodzol";"Ja";"Nee";"Zand met humuspodzol (code "p")."
"OrganischestofGehalteKlasse";"urn:bro:sfr:OrganicMatterContentClass";"nietHumeus";"Ja";"Nee";"Organische stof is niet aanwezig."
"OrganischestofGehalteKlasse";"urn:bro:sfr:OrganicMatterContentClass";"zwakHumeus";"Ja";"Nee";"Zwak humeus, organische stof maakt minder dan 2,5 procent van de massa uit, tenzij de grond als een klei is benoemd dan kan het aandeel tot 5 procent bedragen."
"OrganischestofGehalteKlasse";"urn:bro:sfr:OrganicMatterContentClass";"matigHumeus";"Ja";"Nee";"Matig humeus. Organische stof maakt tussen 2,5 en 8 procent van de massa uit, tenzij de grond als een klei is benoemd dan kan het aandeel tot 16 procent bedragen."
"OrganischestofGehalteKlasse";"urn:bro:sfr:OrganicMatterContentClass";"sterkHumeus";"Ja";"Nee";"Sterk humeus. Organische stof maakt tussen 8 en 16 procent van de massa uit, tenzij de grond als een klei is benoemd dan kan het aandeel tot 30 procent bedragen."
"PlaatselijkFenomeen  ";"urn:bro:sfr:LocalPhenomenon";"geen";"Ja";"Nee";"Er komen geen fenomenen voor die de laagopbouw plaatselijk verstoren."
"PlaatselijkFenomeen  ";"urn:bro:sfr:LocalPhenomenon";"gang";"Ja";"Nee";"Een natuurlijk fenomeen veroorzaakt door een biologisch proces: gewervelde dieren hebben gangen gemaakt in de bodem en die zijn later grotendeels weer met grond opgevuld. De gangen strekken zich in alle richtingen uit. "
"PlaatselijkFenomeen  ";"urn:bro:sfr:LocalPhenomenon";"hol";"Ja";"Nee";"Een natuurlijk fenomeen veroorzaakt door een biologisch proces: gewervelde dieren hebben holen gemaakt in de bodem. Deze kunnen in alle richtingen van de wand voorkomen en zijn niet opgevuld. "
"PlaatselijkFenomeen  ";"urn:bro:sfr:LocalPhenomenon";"krimpscheur";"Ja";"Nee";"Een natuurlijk fenomeen veroorzaakt door een fysisch proces. de grond is vanaf het maaiveld uitgedroogd en er hebben zich tot een zekere diepte scheuren gevormd die later grotendeels met grond en ander materiaal zijn opgevuld. Dit komt voor op klei- en zavelgronden. "
"PlaatselijkFenomeen  ";"urn:bro:sfr:LocalPhenomenon";"orgelpijp";"Ja";"Nee";"Een natuurlijk fenomeen veroorzaakt door een chemisch proces: Zuur van regenwater of van plantenwortels lost kalk op en activeert de vorming van orgelpijpen Dit komt alleen voor op kalkrijke gronden."
"PlaatselijkFenomeen  ";"urn:bro:sfr:LocalPhenomenon";"vorstwig";"Ja";"Nee";"Een natuurlijke fenomeen veroorzaakt door een fysisch proces: een scheur in de grond die is gevormd door langdurige bevriezing. Dit is een bijzonder vorm van kryoturbatie."
"PlaatselijkFenomeen  ";"urn:bro:sfr:LocalPhenomenon";"woelspoor";"Ja";"Nee";"Een antropogeen fenomeen veroorzaakt door de mens: Een verticale strook van verstoring die onderin wat breder is en die herkend wordt als het gevolg is van het met de beitel van een cultivator lostrekken van de grond; door zijn specifieke vorm ook wel ganzevoet genoemd."
"Profielverloop";"urn:bro:sfr:TextureProfile";"homogeen";"Ja";"Nee";"Zavel of klei met homogene, aflopende of oplopende profielopbouw (code "5")."
"Profielverloop";"urn:bro:sfr:TextureProfile";"opKleiOndergrond";"Ja";"Nee";"Zavel of klei op een ondergrond van niet-kalkrijke zware klei, doorlopend tot dieper dan 120 cm (code "4")."
"Profielverloop";"urn:bro:sfr:TextureProfile";"opKleiTussenlaag";"Ja";"Nee";"Zavel of klei op een tussenlaag van niet-kalkrijke zware klei, eindigend binnen 120 cm (code "3")."
"Profielverloop";"urn:bro:sfr:TextureProfile";"opVeen";"Ja";"Nee";"Zavel of klei op veen, kleigronden met meer dan 40 cm moerig materiaal vanaf 40 à 80 cm (code "1")."
"Profielverloop";"urn:bro:sfr:TextureProfile";"opZand";"Ja";"Nee";"Zavel of klei op zand, kleigronden met een zandlaag van meer dan 20 cm dikte vanaf 25 à 80 cm (code "2")."
"Rijpingsklasse";"urn:bro:sfr:RipeningClass";"geheelOngerijpt";"Ja";"Nee";"Geheel ongerijpt, zeer slap, loopt bij knijpen zeer gemakkelijk tussen de vingers door."
"Rijpingsklasse";"urn:bro:sfr:RipeningClass";"bijnaOngerijpt";"Ja";"Nee";"Bijna ongerijpt, slap, loopt bij knijpen gemakkelijk tussen de vingers door."
"Rijpingsklasse";"urn:bro:sfr:RipeningClass";"halfGerijpt";"Ja";"Nee";"Half gerijpt, matig slap, kan met knijpen nog goed tussen de vingers door worden geperst."
"Rijpingsklasse";"urn:bro:sfr:RipeningClass";"bijnaGerijpt";"Ja";"Nee";"Bijna gerijpt, matig stevig, kan met stevig knijpen nog juist tussen de vingers geperst worden."
